Time	DAM_STORAGE	PHS	BATT_LI	CAES	BEV_BATT	PHEV_BATT	TS_DEC_HP_ELEC	TS_DEC_DIRECT_ELEC	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_DEC_THHP_GAS	TS_DEC_COGEN_GAS	TS_DEC_COGEN_OIL	TS_DEC_ADVCOGEN_GAS	TS_DEC_ADVCOGEN_H2	TS_DEC_BOILER_GAS	TS_DEC_BOILER_WOOD	TS_DEC_BOILER_OIL	SEASONAL_NG	SEASONAL_H2	CO2_STORAGE	SLF_STO	PT_STORAGE	ST_STORAGE	TS_MOLTEN_SALT	TS_COLD	DAM_STORAGE_in	DAM_STORAGE_out	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	CAES_in	CAES_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	TS_DEC_HP_ELEC_in	TS_DEC_HP_ELEC_out	TS_DEC_DIRECT_ELEC_in	TS_DEC_DIRECT_ELEC_out	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_DEC_THHP_GAS_in	TS_DEC_THHP_GAS_out	TS_DEC_COGEN_GAS_in	TS_DEC_COGEN_GAS_out	TS_DEC_COGEN_OIL_in	TS_DEC_COGEN_OIL_out	TS_DEC_ADVCOGEN_GAS_in	TS_DEC_ADVCOGEN_GAS_out	TS_DEC_ADVCOGEN_H2_in	TS_DEC_ADVCOGEN_H2_out	TS_DEC_BOILER_GAS_in	TS_DEC_BOILER_GAS_out	TS_DEC_BOILER_WOOD_in	TS_DEC_BOILER_WOOD_out	TS_DEC_BOILER_OIL_in	TS_DEC_BOILER_OIL_out	SEASONAL_NG_in	SEASONAL_NG_out	SEASONAL_H2_in	SEASONAL_H2_out	CO2_STORAGE_in	CO2_STORAGE_out	SLF_STO_in	SLF_STO_out	PT_STORAGE_in	PT_STORAGE_out	ST_STORAGE_in	ST_STORAGE_out	TS_MOLTEN_SALT_in	TS_MOLTEN_SALT_out	TS_COLD_in	TS_COLD_out	
 1	328.522933				8.429432		0.054449			244.205297												308.001520					0.000000	0.000000							-0.360856	0.012189			-0.054449	0.000000					-0.024308	0.000000																							0.000000	1.192357									
 2	328.522933				8.786366		0.054001			244.207927												306.809458					0.000000	0.000000							-0.363496	0.004876			0.000000	0.000000					-0.017429	0.000000																							0.000000	1.192062									
 3	328.522933				9.146547		0.053556			244.207656												305.617495					0.000000	0.000000							-0.364376	0.002438			0.000000	0.000000					-0.014528	0.000000																							0.000000	1.191963									
 4	328.522933				9.470160		0.053114			244.204672												304.424450					0.000000	0.000000							-0.354695	0.029254			0.000000	0.000000					-0.011815	0.000000																							0.000000	1.193045									
 5	328.522933				9.727350		0.381077			244.193899												303.229440					0.000000	0.000000							-0.337094	0.078010			-0.328400	0.000000					-0.004025	0.000000																							0.000000	1.195011									
 6	328.559469				9.825232		0.049537			244.175698												303.352536					-0.036535	0.000000							-0.294852	0.195025			0.000000	0.328400					0.000000	0.003403																							-0.123096	0.000000									
 7	328.987066				9.674256		0.377529			244.166313												302.145435					-0.427597	0.000000							-0.228849	0.377860			-0.328400	0.000000					-0.005412	0.000000																							0.000000	1.207101									
 8	329.364596				9.589668		0.374418			244.181685												300.940300					-0.377530	0.000000							-0.246450	0.329103			0.000000	0.000000					-0.030168	0.000000																							0.000000	1.205135									
 9	329.687324				9.538274		0.371332			244.218786												301.160134					-0.322728	0.000000							-0.255250	0.304726			0.000000	0.000000					-0.051898	0.000000																							-0.219834	0.000000									
 10	330.006668				9.437122		0.368273			244.275021												299.954507					-0.319345	0.000000							-0.242049	0.341294			0.000000	0.000000					-0.071035	0.000000																							0.000000	1.205627									
 11	330.300303				9.269635		0.365238			244.353953												298.746915					-0.293635	0.000000							-0.224449	0.390048			0.000000	0.000000					-0.093735	0.000000																							0.000000	1.207592									
 12	330.430883				9.049094		0.690628			244.451052												298.961736					-0.130580	0.000000							-0.210367	0.429054			-0.328400	0.000000					-0.111907	0.000000																							-0.214821	0.000000									
