Time	DAM_STORAGE	PHS	BATT_LI	CAES	BEV_BATT	PHEV_BATT	TS_DEC_HP_ELEC	TS_DEC_DIRECT_ELEC	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_DEC_THHP_GAS	TS_DEC_COGEN_GAS	TS_DEC_COGEN_OIL	TS_DEC_ADVCOGEN_GAS	TS_DEC_ADVCOGEN_H2	TS_DEC_BOILER_GAS	TS_DEC_BOILER_WOOD	TS_DEC_BOILER_OIL	SEASONAL_NG	SEASONAL_H2	CO2_STORAGE	SLF_STO	PT_STORAGE	ST_STORAGE	TS_MOLTEN_SALT	TS_COLD	DAM_STORAGE_in	DAM_STORAGE_out	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	CAES_in	CAES_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	TS_DEC_HP_ELEC_in	TS_DEC_HP_ELEC_out	TS_DEC_DIRECT_ELEC_in	TS_DEC_DIRECT_ELEC_out	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_DEC_THHP_GAS_in	TS_DEC_THHP_GAS_out	TS_DEC_COGEN_GAS_in	TS_DEC_COGEN_GAS_out	TS_DEC_COGEN_OIL_in	TS_DEC_COGEN_OIL_out	TS_DEC_ADVCOGEN_GAS_in	TS_DEC_ADVCOGEN_GAS_out	TS_DEC_ADVCOGEN_H2_in	TS_DEC_ADVCOGEN_H2_out	TS_DEC_BOILER_GAS_in	TS_DEC_BOILER_GAS_out	TS_DEC_BOILER_WOOD_in	TS_DEC_BOILER_WOOD_out	TS_DEC_BOILER_OIL_in	TS_DEC_BOILER_OIL_out	SEASONAL_NG_in	SEASONAL_NG_out	SEASONAL_H2_in	SEASONAL_H2_out	CO2_STORAGE_in	CO2_STORAGE_out	SLF_STO_in	SLF_STO_out	PT_STORAGE_in	PT_STORAGE_out	ST_STORAGE_in	ST_STORAGE_out	TS_MOLTEN_SALT_in	TS_MOLTEN_SALT_out	TS_COLD_in	TS_COLD_out	
 1	248.552514				31.156856		3.550934			1986.921126									254.760201			359.190348		16.978395		0.000000	-0.244232	1.436100							-0.721903	0.023848			0.000000	0.262313					0.000000	2.639908																	0.000000	0.230162					-0.282854	0.000000			0.000000	5.218932			0.000000	0.000000	
 2	247.356769				31.797506		3.221258			1984.138432									254.530040			359.474932		12.109880		0.000000	-0.240355	1.436100							-0.656421	0.009539			0.000000	0.300417					0.000000	2.662286																	0.000000	0.230162					-0.284584	0.000000			0.000000	4.862487			0.000000	0.000000	
 3	246.269572				31.786377		2.798253			1981.299499									254.299878			359.760094		11.020828		0.000000	-0.348903	1.436100							0.000000	0.004770			0.000000	0.396461					0.000000	2.718694																	0.000000	0.230162					-0.285161	0.000000			0.000000	1.084753			0.000000	0.000000	
 4	245.194004				31.722784		2.254574			1978.387820									254.069716			360.038909		10.648986		0.000000	-0.360533	1.436100							0.000000	0.057236			0.000000	0.520621					0.000000	2.791613																	0.000000	0.230162					-0.278815	0.000000			0.000000	0.367930			0.000000	0.000000	
 5	244.130067				31.563812		1.616473			1975.418231									253.839555			360.306184		10.459628		0.000000	-0.372163	1.436100							0.000000	0.152628			0.000000	0.619524					0.000000	2.849698																	0.000000	0.230162					-0.267276	0.000000			0.000000	0.185578			0.000000	0.000000	
 6	243.082606				31.175929		0.919600			1972.411218									253.609393			360.545766		9.855269		0.000000	-0.388639	1.436100							0.000000	0.381570			0.000000	0.683554					0.000000	2.887303																	0.000000	0.230162					-0.239582	0.000000			0.000000	0.600645			0.000000	0.000000	
 7	242.039991				30.430404		0.251421			1969.417866									253.379231			360.742077		8.161347		0.000000	-0.393485	1.436100							0.000000	0.739291			0.000000	0.660601					0.000000	2.873823																	0.000000	0.230162					-0.196310	0.000000			0.000000	1.690424			0.000000	0.000000	
 8	241.009005				29.780420		0.000000			1966.666225									253.149070			360.949926		5.715131		0.000000	-0.405115	1.436100							0.000000	0.643897			0.000000	0.249350					0.000000	2.632295																	0.000000	0.230162					-0.207850	0.000000			0.000000	2.443318			0.000000	0.000000	
 9	239.981897				29.178261		0.291648			1964.232479									252.918908			361.163545		5.068271		0.000000	-0.408991	1.436100							0.000000	0.596203			-0.291648	0.000000					0.000000	2.314566																	0.000000	0.230162					-0.213619	0.000000			0.000000	0.644831			0.000000	0.000000	
 10	238.929590				28.504677		0.925913			1962.001512									252.688746			361.368510		1.957788		0.000000	-0.383793	1.436100							0.000000	0.667749			-0.636668	0.000000					0.000000	2.111935																	0.000000	0.230162					-0.204964	0.000000			0.000000	3.108683			0.000000	0.000000	
 11	239.309506				28.190858		1.799782			1959.914469									252.458585			361.561936		3.473850		0.000000	-0.379916	0.000000							-0.455019	0.763138			-0.881499	0.000000					0.000000	1.968146																	0.000000	0.230162					-0.193426	0.000000			-1.516757	0.000000			0.000000	0.000000	
 12	239.671977				27.773234		2.824710			1957.920499									252.228423			361.746130		16.334060		0.000000	-0.362471	0.000000							-0.427469	0.839454			-1.039758	0.000000					0.000000	1.875199																	0.000000	0.230162					-0.184194	0.000000			-12.861443	0.000000			0.000000	0.000000	
 13	240.048017				27.459561		3.919473			1955.972623									251.998262			361.939555		32.116194		0.000000	-0.376040	0.000000							-0.455019	0.763138			-1.118039	0.000000					0.000000	1.829225																	0.000000	0.230162					-0.193426	0.000000			-15.787933	0.000000			0.000000	0.000000	
 14	240.550049				27.132966		5.009103			1954.027149									251.768100			362.131827		58.842126		0.000000	-0.502032	0.000000							-0.451575	0.772678			-1.121926	0.000000					0.000000	1.826942																	0.000000	0.230162					-0.192272	0.000000			-26.737333	0.000000			0.000000	0.000000	
 15	241.095694				26.676606		5.908954			1951.975609									251.537938			362.312560		73.347106		0.000000	-0.545645	0.000000							-0.417138	0.868072			-0.941126	0.000000					0.000000	1.933126																	0.000000	0.230162					-0.180732	0.000000			-14.525868	0.000000			0.000000	0.000000	
 16	241.707242				26.168404		6.328567			1949.646503									251.307777			362.488676		75.575194		0.000000	-0.611549	0.000000							-0.403363	0.906230			-0.468303	0.000000					0.000000	2.210816																	0.000000	0.230162					-0.176117	0.000000			-2.254127	0.000000			0.000000	0.000000	
 17	242.357558				25.660304		6.343963			1947.082172									251.077615			362.664793		65.852140		0.000000	-0.650316	0.000000							-0.403363	0.906230			-0.067543	0.000000					0.000000	2.446183																	0.000000	0.230162					-0.176117	0.000000			0.000000	9.696225			0.000000	0.000000	
 18	242.864436				25.476878		6.101182			1944.366442									250.847453			362.869757		56.857699		0.000000	-0.506878	0.000000							-0.489455	0.667749			0.000000	0.190507					0.000000	2.597737																	0.000000	0.230162					-0.204964	0.000000			0.000000	8.971064			0.000000	0.000000	
 19	243.312194				25.553149		5.753336			1941.587998									250.617292			363.097800		48.667213		0.000000	-0.447758	0.000000							-0.558329	0.476962			0.000000	0.297572					0.000000	2.660615																	0.000000	0.230162					-0.228043	0.000000			0.000000	8.170301			0.000000	0.000000	
 20	243.936343				25.791691		5.388919			1938.798306									250.387130			363.340267		40.549313		0.000000	-0.624148	0.000000							-0.601374	0.357722			0.000000	0.317010					0.000000	2.672032																	0.000000	0.230162					-0.242467	0.000000			0.000000	8.100623			0.000000	0.000000	
 21	244.528508				26.192472		5.006638			1935.996528									250.156968			363.597158		32.587504		0.000000	-0.592165	0.000000							-0.644420	0.238481			0.000000	0.337877					0.000000	2.684287																	0.000000	0.230162					-0.256891	0.000000			0.000000	7.947413			0.000000	0.000000	
 22	244.220562				26.710019		4.624919			1933.193400									249.926807			363.864433		26.984132		0.000000	-0.517539	0.825485							-0.675413	0.152628			0.000000	0.340464					0.000000	2.685806																	0.000000	0.230162					-0.267276	0.000000			0.000000	5.591804			0.000000	0.000000	
 23	243.211867				27.305360		4.250748			1930.393028									249.696645			364.138633		24.114221		0.000000	-0.427406	1.436100							-0.696075	0.095392			0.000000	0.336062					0.000000	2.683221																	0.000000	0.230162					-0.274199	0.000000			0.000000	2.860332			0.000000	0.000000	
 24	242.132423				27.978479		3.844929			1927.572428									249.466484			364.419755		21.917305		0.000000	-0.356656	1.436100							-0.716737	0.038157			0.000000	0.370793					0.000000	2.703618																	0.000000	0.230162					-0.281123	0.000000			0.000000	2.188356			0.000000	0.000000	
 25	240.940555				28.670938		3.550934			1924.815709									249.236322			364.702609		16.690592		0.000000	-0.244232	1.436100							-0.721903	0.023848			0.000000	0.262313					0.000000	2.639908																	0.000000	0.230162					-0.282854	0.000000			0.000000	5.218932			0.000000	0.000000	
 26	239.744810				29.312085		3.221258			1922.036779									249.006160			364.987193		11.822180		0.000000	-0.240355	1.436100							-0.656421	0.009539			0.000000	0.300417					0.000000	2.662286																	0.000000	0.230162					-0.284584	0.000000			0.000000	4.862487			0.000000	0.000000	
 27	238.657613				29.301453		2.798253			1919.201610									248.775999			365.272355		10.733230		0.000000	-0.348903	1.436100							0.000000	0.004770			0.000000	0.396461					0.000000	2.718694																	0.000000	0.230162					-0.285161	0.000000			0.000000	1.084753			0.000000	0.000000	
 28	237.582046				29.238357		2.254574			1916.293694									248.545837			365.551169		10.361490		0.000000	-0.360533	1.436100							0.000000	0.057236			0.000000	0.520621					0.000000	2.791613																	0.000000	0.230162					-0.278815	0.000000			0.000000	0.367930			0.000000	0.000000	
 29	236.518109				29.079882		1.616473			1913.327868									248.315675			365.818445		10.172234		0.000000	-0.372163	1.436100							0.000000	0.152628			0.000000	0.619524					0.000000	2.849698																	0.000000	0.230162					-0.267276	0.000000			0.000000	0.185578			0.000000	0.000000	
 30	235.470647				28.692496		0.919600			1910.324617									248.085514			366.058027		9.567977		0.000000	-0.388639	1.436100							0.000000	0.381570			0.000000	0.683554					0.000000	2.887303																	0.000000	0.230162					-0.239582	0.000000			0.000000	0.600645			0.000000	0.000000	
 31	234.428032				27.947467		0.251421			1907.335028									247.855352			366.254337		7.874156		0.000000	-0.393485	1.436100							0.000000	0.739291			0.000000	0.660601					0.000000	2.873823																	0.000000	0.230162					-0.196310	0.000000			0.000000	1.690424			0.000000	0.000000	
 32	233.397047				27.297980		0.000000			1904.587149									247.625190			366.462187		5.428043		0.000000	-0.405115	1.436100							0.000000	0.643897			0.000000	0.249350					0.000000	2.632295																	0.000000	0.230162					-0.207850	0.000000			0.000000	2.443318			0.000000	0.000000	
 33	232.369938				26.696318		0.291648			1902.157165									247.395029			366.675806		4.781284		0.000000	-0.408991	1.436100							0.000000	0.596203			-0.291648	0.000000					0.000000	2.314566																	0.000000	0.230162					-0.213619	0.000000			0.000000	0.644831			0.000000	0.000000	
 34	231.317631				26.023230		0.925913			1899.929960									247.164867			366.880770		1.670904		0.000000	-0.383793	1.436100							0.000000	0.667749			-0.636668	0.000000					0.000000	2.111935																	0.000000	0.230162					-0.204964	0.000000			0.000000	3.108683			0.000000	0.000000	
 35	231.697547				25.709907		1.799782			1897.846678									246.934706			367.074196		3.187068		0.000000	-0.379916	0.000000							-0.455019	0.763138			-0.881499	0.000000					0.000000	1.968146																	0.000000	0.230162					-0.193426	0.000000			-1.516757	0.000000			0.000000	0.000000	
 36	232.060018				25.292780		2.824710			1895.856469									246.704544			367.258390		16.047379		0.000000	-0.362471	0.000000							-0.427469	0.839454			-1.039758	0.000000					0.000000	1.875199																	0.000000	0.230162					-0.184194	0.000000			-12.861443	0.000000			0.000000	0.000000	
 37	232.436058				24.979602		3.919473			1893.912355									246.474382			367.451816		31.829615		0.000000	-0.376040	0.000000							-0.455019	0.763138			-1.118039	0.000000					0.000000	1.829225																	0.000000	0.230162					-0.193426	0.000000			-15.787933	0.000000			0.000000	0.000000	
 38	232.938090				24.653503		5.009103			1891.970642									246.244221			367.644088		58.555649		0.000000	-0.502032	0.000000							-0.451575	0.772678			-1.121926	0.000000					0.000000	1.826942																	0.000000	0.230162					-0.192272	0.000000			-26.737333	0.000000			0.000000	0.000000	
 39	233.483735				24.197639		5.908954			1889.922862									246.014059			367.824820		73.060730		0.000000	-0.545645	0.000000							-0.417138	0.868072			-0.941126	0.000000					0.000000	1.933126																	0.000000	0.230162					-0.180732	0.000000			-14.525868	0.000000			0.000000	0.000000	
 40	234.095284				23.689933		6.328567			1887.597517									245.783897			368.000937		75.288920		0.000000	-0.611549	0.000000							-0.403363	0.906230			-0.468303	0.000000					0.000000	2.210816																	0.000000	0.230162					-0.176117	0.000000			-2.254127	0.000000			0.000000	0.000000	
